institution, ror, year, count, oa status 
Victoria University of Wellington,https://ror.org/0040r6f76,2013,1192,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2013,191,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2013,175,green
Victoria University of Wellington,https://ror.org/0040r6f76,2013,77,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2013,29,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2014,1101,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2014,166,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2014,149,green
Victoria University of Wellington,https://ror.org/0040r6f76,2014,107,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2014,29,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2015,1135,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2015,201,green
Victoria University of Wellington,https://ror.org/0040r6f76,2015,187,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2015,148,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2015,53,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2016,1234,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2016,254,green
Victoria University of Wellington,https://ror.org/0040r6f76,2016,181,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2016,120,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2016,66,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2017,1238,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2017,275,green
Victoria University of Wellington,https://ror.org/0040r6f76,2017,208,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2017,193,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2017,88,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2018,1203,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2018,321,green
Victoria University of Wellington,https://ror.org/0040r6f76,2018,246,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2018,176,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2018,91,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2019,1104,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2019,381,green
Victoria University of Wellington,https://ror.org/0040r6f76,2019,297,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2019,182,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2019,84,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2020,1350,green
Victoria University of Wellington,https://ror.org/0040r6f76,2020,1050,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2020,340,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2020,141,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2020,119,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2021,3295,bronze
Victoria University of Wellington,https://ror.org/0040r6f76,2021,1089,green
Victoria University of Wellington,https://ror.org/0040r6f76,2021,1011,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2021,494,hybrid
Victoria University of Wellington,https://ror.org/0040r6f76,2021,406,gold
Victoria University of Wellington,https://ror.org/0040r6f76,2022,991,closed
Victoria University of Wellington,https://ror.org/0040r6f76,2022,456,gold
